T[C], P[kbar], fraction[wt], fraction[vol], SiO2, TiO2, Al2O3, Cr2O3, FeO, MgO, CaO, Na2O, K2O, O, H2O, Density[kg/m3]
1200.000000, 1.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, NaN
1180.000000, 1.250000, 0.060754, 0.060277, 0.449488, 0.009367, 0.257172, 0.000012, 0.029710, 0.110869, 0.126500, 0.016225, 0.000092, 0.000574, 0.000000, 2790.207550
1160.000000, 1.250000, 0.179725, 0.175730, 0.432943, 0.020368, 0.236149, 0.000055, 0.050829, 0.127159, 0.113786, 0.016969, 0.000113, 0.001636, 0.000000, 2838.379774
1140.000000, 1.250000, 0.331277, 0.320097, 0.438503, 0.021460, 0.209029, 0.000272, 0.069154, 0.120495, 0.119797, 0.018150, 0.000245, 0.002895, 0.000000, 2894.048920
1120.000000, 1.250000, 0.555517, 0.534698, 0.446439, 0.019026, 0.183350, 0.000334, 0.093492, 0.108587, 0.123273, 0.020375, 0.000573, 0.004555, 0.000000, 2949.902440
1100.000000, 1.250000, 0.716870, 0.694571, 0.453631, 0.017204, 0.173160, 0.000306, 0.104661, 0.101667, 0.120862, 0.022366, 0.001054, 0.005097, 0.000000, 2968.059495
1080.000000, 1.250000, 0.823272, 0.803939, 0.462029, 0.016191, 0.167385, 0.000287, 0.108468, 0.097319, 0.118087, 0.023300, 0.001712, 0.005220, 0.000000, 2976.267504
1060.000000, 1.250000, 0.873969, 0.858383, 0.467321, 0.015753, 0.165299, 0.000273, 0.108691, 0.094953, 0.115820, 0.024212, 0.002484, 0.005190, 0.000000, 2974.935949
1040.000000, 1.250000, 0.910961, 0.898363, 0.470457, 0.015446, 0.164081, 0.000266, 0.108900, 0.093330, 0.114522, 0.024457, 0.003369, 0.005168, 0.000000, 2974.732788
1020.000000, 1.250000, 0.939200, 0.929583, 0.473172, 0.015191, 0.163331, 0.000259, 0.108562, 0.092000, 0.113258, 0.024577, 0.004521, 0.005129, 0.000000, 2972.987279
1000.000000, 1.250000, 1.000000, 1.000000, 0.480405, 0.014583, 0.162955, 0.000246, 0.105698, 0.088206, 0.109248, 0.024603, 0.009074, 0.004982, 0.000000, 2957.927723
