T[C], P[kbar], SiO2, TiO2, Al2O3, Cr2O3, FeO, MgO, CaO, Na2O, K2O, O, H2O, G[J], V_partial[cm3], Rho[kg/m3], Entropy[J/K], Enthalpy[J], BulkMod[GPa], ShearMod[GPa], Vp[km/s], Vs[km/s], Mg#
1250.000000, 1.250000, 0.558020, 0.011020, 0.173400, 0.000240, 0.080840, 0.042860, 0.072180, 0.037670, 0.016340, 0.007440, 0.000000, -1039.867940, 24.319680, 2593.687490, 0.164076, -789.954900, 19.410640, 0.000000, 2.735650, 0.000000, 0.485881
1230.000000, 1.250000, 0.558020, 0.011020, 0.173400, 0.000240, 0.080840, 0.042860, 0.072180, 0.037670, 0.016340, 0.007440, 0.000000, -1036.435030, 24.275590, 2597.326340, 0.162695, -791.879600, 19.468830, 0.000000, 2.737830, 0.000000, 0.485881
1210.000000, 1.250000, 0.558020, 0.011020, 0.173400, 0.000240, 0.080840, 0.042860, 0.072180, 0.037670, 0.016340, 0.007440, 0.000000, -1033.022640, 24.270810, 2599.770664, 0.161421, -793.611100, 20.031790, 0.294070, 2.802910, 0.336330, 0.485881
1190.000000, 1.250000, 0.558020, 0.011020, 0.173400, 0.000240, 0.080840, 0.042860, 0.072180, 0.037670, 0.016340, 0.007440, 0.000000, -1029.640240, 24.322000, 2599.125371, 0.160319, -795.069200, 21.152010, 0.915200, 2.934030, 0.593430, 0.485881
1170.000000, 1.250000, 0.558020, 0.011020, 0.173400, 0.000240, 0.080840, 0.042860, 0.072180, 0.037670, 0.016340, 0.007440, 0.000000, -1026.298150, 24.191920, 2608.932211, 0.158315, -797.826500, 22.192570, 1.453540, 3.041450, 0.746470, 0.485881
1150.000000, 1.250000, 0.558020, 0.011020, 0.173400, 0.000240, 0.080840, 0.042860, 0.072180, 0.037670, 0.016340, 0.007440, 0.000000, -1022.993560, 24.133930, 2613.696734, 0.156781, -799.871200, 24.434590, 2.733990, 3.273460, 1.021430, 0.485881
1130.000000, 1.250000, 0.558020, 0.011020, 0.173400, 0.000240, 0.080840, 0.042860, 0.072180, 0.037670, 0.016340, 0.007440, 0.000000, -1019.742070, 23.977440, 2624.969178, 0.154894, -802.402300, 27.742340, 4.571950, 3.577190, 1.314890, 0.485881
1110.000000, 1.250000, 0.558020, 0.011020, 0.173400, 0.000240, 0.080840, 0.042860, 0.072180, 0.037670, 0.016340, 0.007440, 0.000000, -1016.542720, 23.880120, 2634.635162, 0.153344, -804.444700, 31.104110, 6.388250, 3.855470, 1.548110, 0.485881
1090.000000, 1.250000, 0.558020, 0.011020, 0.173400, 0.000240, 0.080840, 0.042860, 0.072180, 0.037670, 0.016340, 0.007440, 0.000000, -1013.393590, 23.799200, 2642.941217, 0.151796, -806.472600, 33.800900, 7.822470, 4.060970, 1.707810, 0.485881
1070.000000, 1.250000, 0.558020, 0.011020, 0.173400, 0.000240, 0.080840, 0.042860, 0.072180, 0.037670, 0.016340, 0.007440, 0.000000, -1010.292410, 23.645910, 2652.033973, 0.149882, -808.977800, 36.428560, 9.252530, 4.251320, 1.851820, 0.485881
1050.000000, 1.250000, 0.558020, 0.011020, 0.173400, 0.000240, 0.080840, 0.042860, 0.072180, 0.037670, 0.016340, 0.007440, 0.000000, -1007.239930, 23.472880, 2667.459257, 0.148024, -811.382500, 39.880150, 11.029170, 4.477630, 2.012700, 0.485881
1030.000000, 1.250000, 0.558020, 0.011020, 0.173400, 0.000240, 0.080840, 0.042860, 0.072180, 0.037670, 0.016340, 0.007440, 0.000000, -1004.233650, 23.359840, 2677.057474, 0.146405, -813.445800, 42.547200, 12.295420, 4.638640, 2.118620, 0.485881
1010.000000, 1.250000, 0.558020, 0.011020, 0.173400, 0.000240, 0.080840, 0.042860, 0.072180, 0.037670, 0.016340, 0.007440, 0.000000, -1001.266770, 23.264720, 2686.830255, 0.144828, -815.430300, 44.628530, 13.197450, 4.753760, 2.189270, 0.485881
990.000000, 1.250000, 0.558020, 0.011020, 0.173400, 0.000240, 0.080840, 0.042860, 0.072180, 0.037670, 0.016340, 0.007440, 0.000000, -998.335820, 23.184870, 2694.133877, 0.143338, -817.278500, 46.336620, 13.892580, 4.843650, 2.241690, 0.485881
970.000000, 1.250000, 0.558020, 0.011020, 0.173400, 0.000240, 0.080840, 0.042860, 0.072180, 0.037670, 0.016340, 0.007440, 0.000000, -995.440190, 23.020040, 2711.209541, 0.141671, -819.322100, 48.663540, 14.875730, 4.958110, 2.310560, 0.485881
950.000000, 1.250000, 0.558020, 0.011020, 0.173400, 0.000240, 0.080840, 0.042860, 0.072180, 0.037670, 0.016340, 0.007440, 0.000000, -992.579870, 22.952030, 2718.821317, 0.140267, -821.012600, 50.146130, 15.421040, 5.027980, 2.348100, 0.485881
930.000000, 1.250000, 0.558020, 0.011020, 0.173400, 0.000240, 0.080840, 0.042860, 0.072180, 0.037670, 0.016340, 0.007440, 0.000000, -989.750700, 22.902960, 2724.059163, 0.138849, -822.694300, 51.374910, 15.823190, 5.083950, 2.375540, 0.485881
910.000000, 1.250000, 0.558020, 0.011020, 0.173400, 0.000240, 0.080840, 0.042860, 0.072180, 0.037670, 0.016340, 0.007440, 0.000000, -986.953540, 22.848680, 2729.823837, 0.137409, -824.378300, 52.832010, 16.277560, 5.148690, 2.406080, 0.485881
890.000000, 1.250000, 0.558020, 0.011020, 0.173400, 0.000240, 0.080840, 0.042860, 0.072180, 0.037670, 0.016340, 0.007440, 0.000000, -984.199140, 22.296110, 2794.457592, 0.135178, -826.966800, 71.209950, 38.917340, 6.532420, 3.672970, 0.485881
870.000000, 1.250000, 0.558020, 0.011020, 0.173400, 0.000240, 0.080840, 0.042860, 0.072180, 0.037670, 0.016340, 0.007440, 0.000000, -981.491420, 22.275140, 2796.852602, 0.133860, -828.468900, 71.442900, 38.977230, 6.537180, 3.673810, 0.485881
850.000000, 1.250000, 0.558020, 0.011020, 0.173400, 0.000240, 0.080840, 0.042860, 0.072180, 0.037670, 0.016340, 0.007440, 0.000000, -978.811270, 22.239710, 2800.790852, 0.132463, -830.035500, 71.717140, 38.950210, 6.537450, 3.669140, 0.485881
